id,region,municipality,settlement,type,oktmo
130884,Рязанская область,Скопинский район,Дома Отдыха,п,61644445126
130928,Рязанская область,Касимовский район,Барсуки,д,61608412156
131078,Рязанская область,Путятинский район,Рассвет,п,61626432126
131094,Рязанская область,Сасовский район,Саблино,с,61642406111
131151,Рязанская область,Рязанский район,Семкино,с,61634401116
131176,Рязанская область,Михайловский район,Центрального отделения совхоза Мишино,п,61617467146
131198,Рязанская область,Шацкий район,Шаморга,с,61656439111
131206,Рязанская область,Рязанский район,Денежниково,п,61634475106
131227,Рязанская область,Милославский район,Сергиевское,с,61615408106
131245,Рязанская область,Кораблинский район,Чижово,с,61612484111
131603,Рязанская область,Скопинский район,Мшанка,п/ст,61644154121
131605,Рязанская область,Михайловский район,Горностаевка,с,61617415111
131611,Рязанская область,Кораблинский район,Николаевка,д,61612456121
131700,Рязанская область,Михайловский район,Волшута,д,61617418196
131766,Рязанская область,Спасский район,Велье-Родионовка,д,61646498151
131856,Рязанская область,Кораблинский район,Кумино,с,61612484116
131890,Рязанская область,Путятинский район,Васино,с,61626424121
132041,Рязанская область,Рыбновский район,Раменки,д,61627416121
132112,Рязанская область,Шиловский район,Муняковские Выселки,п,61658157126
132134,Рязанская область,Кадомский район,Гунаевка,д,61606420161
132137,Рязанская область,Сасовский район,Кустаревка,п,61642433101
132147,Рязанская область,Кадомский район,Новое Панино,д,61606420186
132178,Рязанская область,Захаровский район,Совхоза Смена,п,61604425101
132180,Рязанская область,Клепиковский район,Мягково,д,61610403146
132202,Рязанская область,Скопинский район,Поляны,с,61644478101
132210,Рязанская область,Касимовский район,Полухтино,п,61608465131
132385,Рязанская область,Милославский район,Екатериновка,д,61615432141
132433,Рязанская область,Пителинский район,Новая Деревня,д,61623450151
132525,Рязанская область,Шацкий район,Лесная Слобода,д,61656493126
132536,Рязанская область,Захаровский район,Некрасово,д,61604415196
132713,Рязанская область,Рыбновский район,Железницы,д,61627476236
132719,Рязанская область,Скопинский район,Вязовенка,с,61644154136
132977,Рязанская область,Милославский район,Сергиевское,с,61615408106
132978,Рязанская область,Шацкий район,Сторожки,д,61656406156
132991,Рязанская область,Город Скопин,Гуменки,д,61715000126
133149,Рязанская область,Клепиковский район,Расторгуево,д,61610403261
133190,Рязанская область,Шацкий район,Алеменево,д,61656445111
133273,Рязанская область,Кораблинский район,Ерлино,с,61612484106
133278,Рязанская область,Сараевский район,Беляевка,д,61640424131
133301,Рязанская область,Александро-Невский район,Ново-Тишевое,с,61620445116
133441,Рязанская область,Михайловский район,Глинки,с,61617415106
133724,Рязанская область,Касимовский район,Басово,д,61608453121
133777,Рязанская область,Ермишинский район,Свестур,с,61602151106
133842,Рязанская область,Клепиковский район,Захарово,д,61610472136
133888,Рязанская область,Скопинский район,Дмитриевский Хутор,д,61644412136
133893,Рязанская область,Скопинский район,Красная Деревня,п,61644154111
133967,Рязанская область,Михайловский район,Большое Свистово,с,61617460111
133970,Рязанская область,Клепиковский район,Томаково,д,61610418136
134002,Рязанская область,Михайловский район,Павловка,д,61617421116
134144,Рязанская область,Сапожковский район,Лукмос,с,61637405121
134315,Рязанская область,Кораблинский район,Кораблино,г,61612101001
134385,Рязанская область,Ряжский район,Березово,с,61630420106
134452,Рязанская область,Александро-Невский район,Чагино,д,61620405136
134510,Рязанская область,Клепиковский район,Давыдово,д,61610403126
134639,Рязанская область,Спасский район,Красильниково,с,61646493106
134788,Рязанская область,Ряжский район,Киселевка,д,61630405151
134803,Рязанская область,Рязанский район,Подиково,д,61634457136
134979,Рязанская область,Клепиковский район,Березово,д,61610418141
135030,Рязанская область,Ряжский район,Красный Октябрь,п,61630420176
135039,Рязанская область,Скопинский район,Секирино,с,61644157126
135113,Рязанская область,Шацкий район,Ольхи,с,61656454101
135130,Рязанская область,Спасский район,Макеево,д,61646409141
135180,Рязанская область,Милославский район,Помново,д,61615456151
135264,Рязанская область,Рыбновский район,Аксеново,д,61627436111
135286,Рязанская область,Касимовский район,Мунтово,д,61608406116
135368,Рязанская область,Рязанский район,Заборье,с,61634436101
135374,Рязанская область,Сараевский район,Мордово,с,61640481106
135397,Рязанская область,Кадомский район,Кущапино,д,61606430101
135446,Рязанская область,Рыбновский район,Новоселки,с,61627456136
135453,Рязанская область,Захаровский район,Троицкое,с,61604425116
135480,Рязанская область,Сапожковский район,Обрезки,д,61637151141
135566,Рязанская область,Кадомский район,Преображенка,с,61606151106
135638,Рязанская область,Клепиковский район,Курша,п,61610418231
135646,Рязанская область,Шацкий район,Малый Пролом,с,61656406131
135683,Рязанская область,Михайловский район,Зикеево,д,61617101121
135691,Рязанская область,Клепиковский район,Октябрь,п,61610448171
135781,Рязанская область,Клепиковский район,Амлешовские Выселки,д,61610448151
135816,Рязанская область,Сасовский район,Ивановка,д,61642415136
135838,Рязанская область,Кадомский район,Новоселки,с,61606405111
135925,Рязанская область,Сапожковский район,Черная Речка,с,61637151136
135949,Рязанская область,Милославский район,Лодыженка,п,61615432156
136056,Рязанская область,Спасский район,Выжелес,с,61646409101
136221,Рязанская область,Клепиковский район,Гуреево,д,61610472236
136358,Рязанская область,Клепиковский район,Малахово,д,61610418121
136454,Рязанская область,Клепиковский район,Князево,д,61610487146
136484,Рязанская область,Сараевский район,Павловка,д,61640454106
136500,Рязанская область,Шиловский район,Константиновка,д,61658436156
136561,Рязанская область,Касимовский район,Монцево,д,61608456106
136636,Рязанская область,Старожиловский район,Вельяминовка,д,61648440121
136671,Рязанская область,Шиловский район,Юшта,с,61658472111
136724,Рязанская область,Клепиковский район,Голованово,п,61610418226
136743,Рязанская область,Касимовский район,Карамышево,с,61608406161
136753,Рязанская область,Скопинский район,Рудинка,п,61644415116
136849,Рязанская область,Скопинский район,Савиловка,д,61644412146
136961,Рязанская область,Клепиковский район,Ново-Савино,д,61610448166
137016,Рязанская область,Клепиковский район,Левино 1,д,61610487316
137042,Рязанская область,Путятинский район,Славино,д,61626424151
137073,Рязанская область,Спасский район,Исады,с,61646446111
137131,Рязанская область,Рязанский район,Коростово,с,61634439106
137228,Рязанская область,Рязанский район,Северный,п,61634401121
137257,Рязанская область,Пителинский район,Ивановка,д,61623425126
137278,Рязанская область,Михайловский район,Оболенки,д,61617467126
137342,Рязанская область,Сасовский район,Гавриловское,с,61642418101
137350,Рязанская область,Александро-Невский район,Кайсаровка,д,61620445126
137370,Рязанская область,Захаровский район,Нечаевка,д,61604415161
137375,Рязанская область,Клепиковский район,Чебукино,д,61610415206
137405,Рязанская область,Касимовский район,Бельково,д,61608465116
137443,Рязанская область,Шацкий район,Бабакино,п,61656433126
137479,Рязанская область,Ряжский район,Ряжск,г,61630101001
137495,Рязанская область,Спасский район,Тонинского лесничества,п,61646461166
137545,Рязанская область,Кораблинский район,Бестужево,с,61612456116
137656,Рязанская область,Касимовский район,Ласино,с,61608468111
137660,Рязанская область,Старожиловский район,Ямы,д,61648435126
137694,Рязанская область,Клепиковский район,Теребово,д,61610487326
137824,Рязанская область,Шиловский район,Ладышкино,д,61658424121
137894,Рязанская область,Сараевский район,Малиновка,п,61640403191
137901,Рязанская область,Кадомский район,Кожухово,д,61606410151
137912,Рязанская область,Касимовский район,Крутоярский,п,61608453101
138018,Рязанская область,Спасский район,Ужалье,д,61646488116
138025,Рязанская область,Шацкий район,Федоровка,д,61656406151
138078,Рязанская область,Клепиковский район,Миленино,д,61610448126
138201,Рязанская область,Касимовский район,Чаур,д,61608154111
138265,Рязанская область,Михайловский район,Костино,д,61617418166
138268,Рязанская область,Сараевский район,Малиновка,д,61640403191
138301,Рязанская область,Михайловский район,Глинки,д,61617415106
138326,Рязанская область,Путятинский район,Шефский,п,61626432136
138405,Рязанская область,Клепиковский район,Чиряты,д,61610487261
138416,Рязанская область,Пронский район,Пахомово,с,61625450121
138427,Рязанская область,Кораблинский район,Юраково,с,61612456111
138454,Рязанская область,Милославский район,Малое Подовечье,д,61615412141
138525,Рязанская область,Кораблинский район,Мурзинка,с,61612408181
138682,Рязанская область,Рязанский район,Листвянка,п,61634457101
138686,Рязанская область,Путятинский район,Большая Екатериновка,с,61626403101
138713,Рязанская область,Сапожковский район,Коровка,с,61637405106
138718,Рязанская область,Касимовский район,Ласинский,п,61608156111
138725,Рязанская область,Александро-Невский район,Благие,с,61620405101
138738,Рязанская область,Клепиковский район,Снохино,д,61610421206
138756,Рязанская область,Сасовский район,Ласицы,с,61642466121
138763,Рязанская область,Михайловский район,Горностаевские Выселки,д,61617415131
138813,Рязанская область,Михайловский район,Октябрьский,рп,61617154051
138820,Рязанская область,Кадомский район,Крутец,д,61606151116
138865,Рязанская область,Пронский район,Петровка,д,61625455111
138866,Рязанская область,Милославский район,Центральный,рп,61615160051
138874,Рязанская область,Ухоловский район,Свободный,п,61650450161
138984,Рязанская область,Клепиковский район,Ненашкино,д,61610101126
139081,Рязанская область,Пронский район,Тырново,с,61625405101
139086,Рязанская область,Сараевский район,Ягодное,с,61640481101
139114,Рязанская область,Путятинский район,Марфино,д,61626403121
139149,Рязанская область,Милославский район,Бугровка,д,61615432116
139193,Рязанская область,Рыбновский район,Зубово,д,61627424151
139213,Рязанская область,Ухоловский район,Ляпуновка,д,61650455141
139229,Рязанская область,Пронский район,Елизаветино,д,61625455141
139329,Рязанская область,Клепиковский район,Заводская Слобода,д,61610418181
139382,Рязанская область,Михайловский район,Дугинка 3,д,61617473156
139441,Рязанская область,Шацкий район,Каширино,п,61656418116
139547,Рязанская область,Спасский район,Орехово,с,61646458111
139590,Рязанская область,Пронский район,Орловский,п,61625450101
139670,Рязанская область,Милославский район,Совхоза Большевик,п,61615456101
139703,Рязанская область,Михайловский район,Красный Поселок,д,61617467136
139743,Рязанская область,Касимовский район,Самылово,с,61608471141
139767,Рязанская область,Касимовский район,Выкуши,д,61608421136
139820,Рязанская область,Шацкий район,Сявель,д,61656451116
139911,Рязанская область,Скопинский район,Свобода,п,61644488156
139923,Рязанская область,Шацкий район,Пенькозавод,п,61656427126
139984,Рязанская область,Михайловский район,Некрасово,п,61617470121
139986,Рязанская область,Александро-Невский район,Потемщино,д,61620450156
140054,Рязанская область,Сасовский район,Безводные Прудищи,с,61642420131
140102,Рязанская область,Скопинский район,Дмитриево,с,61644415111
140135,Рязанская область,Ряжский район,Борщевое,д,61630405146
140191,Рязанская область,Захаровский район,Сапковские Выселки,д,61604415171
140194,Рязанская область,Ухоловский район,Поляки,д,61650430151
140279,Рязанская область,Захаровский район,Большая Лубянка,д,61604425126
140327,Рязанская область,Кораблинский район,Серебряный,п,61612456171
140419,Рязанская область,Ермишинский район,Петино-Глинково,д,61602430136
140466,Рязанская область,Милославский район,Карасевка,д,61615432126
140558,Рязанская область,Милославский район,Мякишево,д,61615422181
140562,Рязанская область,Клепиковский район,Лысово,д,61610418146
140619,Рязанская область,Клепиковский район,Бусаево,с,61610418101
140649,Рязанская область,Касимовский район,Барсуково,д,61608418106
140689,Рязанская область,Касимовский район,Перхурово,д,61608471136
140716,Рязанская область,Рыбновский район,Ходынино,с,61627472101
140771,Рязанская область,Спасский район,Мжакино,с,61646498111
140775,Рязанская область,Кадомский район,Петрикеевка,д,61606420196
140787,Рязанская область,Сапожковский район,Александро-Прасковинка,д,61637430111
141042,Рязанская область,Клепиковский район,Соловово,д,61610421146
141086,Рязанская область,Сараевский район,Андреевка,д,61640403116
141145,Рязанская область,Кораблинский район,Моловка,д,61612408146
141169,Рязанская область,Милославский район,Воейково,с,61615428116
141180,Рязанская область,Рыбновский район,Вакино,с,61627416101
141211,Рязанская область,Скопинский район,Новые Кельцы,с,61644445106
141215,Рязанская область,Сараевский район,Коротково,д,61640448126
141303,Рязанская область,Клепиковский район,Сергеево,д,61610451156
141342,Рязанская область,Скопинский район,Свистовка,д,61644412151
141624,Рязанская область,Ряжский район,Алексеевка,д,61630405141
141635,Рязанская область,Рязанский район,Никольское,с,61634495106
141637,Рязанская область,Александро-Невский район,Верхний Якимец,с,61620450111
141689,Рязанская область,Кадомский район,Матча,с,61606405106
141720,Рязанская область,Чучковский район,Александровка,д,61653440126
141771,Рязанская область,Рязанский район,Гавердово,с,61634412106
141838,Рязанская область,Спасский район,Дмитриевка,д,61646409151
141879,Рязанская область,Пителинский район,Городок,д,61623450126
141979,Рязанская область,Ермишинский район,Горелышево,п,61602151116
142035,Рязанская область,Скопинский район,Желтухино,п/ст,61644496146
142047,Рязанская область,Путятинский район,Выдерга,п,61626412141
142239,Рязанская область,Касимовский район,Лазарево,д,61608456111
142248,Рязанская область,Клепиковский район,Лодкино,д,61610101141
142263,Рязанская область,Спасский район,Городец,с,61646461121
142513,Рязанская область,Скопинский район,Мшанка,с,61644154121
142630,Рязанская область,Александро-Невский район,Банаки,д,61620460141
142705,Рязанская область,Милославский район,Молодежный,п,61615422126
142741,Рязанская область,Клепиковский район,Ивкино,д,61610418111
142749,Рязанская область,Рязанский район,Киселево,д,61634478136
142778,Рязанская область,Клепиковский район,Озерье,д,61610418131
142806,Рязанская область,Скопинский район,Делехово,с,61644154141
142829,Рязанская область,Захаровский район,Плахино,с,61604465101
143060,Рязанская область,Милославский район,Красный Октябрь,п,61615444111
143072,Рязанская область,Михайловский район,Локня,д,61617467141
143141,Рязанская область,Ухоловский район,Арженеевка,д,61650455121
143213,Рязанская область,Шацкий район,Невеличка,д,61656442141
143226,Рязанская область,Скопинский район,Вороновка,д,61644488201
143254,Рязанская область,Ряжский район,Совка,д,61630405176
143344,Рязанская область,Касимовский район,Скобелево,д,61608424146
143360,Рязанская область,Милославский район,Павловское,с,61615456126
143422,Рязанская область,Спасский район,Новое Тонино,д,61646461131
144236,Рязанская область,Захаровский район,Хутор Охотники,д,61604415146
144251,Рязанская область,Сараевский район,Ремизово 2-я,д,61640451191
144253,Рязанская область,Рыбновский район,Красный Поселок,д,61627404131
144289,Рязанская область,Сапожковский район,Красный Угол,с,61637435131
144417,Рязанская область,Скопинский район,Кремлево,с,61644154116
144620,Рязанская область,Скопинский район,Большак,п,61644157106
144675,Рязанская область,Старожиловский район,Егоровка,д,61648438121
144730,Рязанская область,Кадомский район,Богданово,д,61606405121
144744,Рязанская область,Рязанский район,Шевцово,д,61634485181
144795,Рязанская область,Скопинский район,Рюмки,д,61644488186
144819,Рязанская область,Пронский район,Телятники,с,61625445106
144896,Рязанская область,Кораблинский район,Сосновка,д,61612424156
144939,Рязанская область,Спасский район,Кутуково,с,61646455101
144985,Рязанская область,Ермишинский район,Малахово,д,61602430156
145002,Рязанская область,Путятинский район,Сомово,д,61626424161
145033,Рязанская область,Кораблинский район,Хомут,д,61612456166
145100,Рязанская область,Скопинский район,Подмакарьево,д,61644157136
145208,Рязанская область,Сасовский район,Липки,п,61642464126
145215,Рязанская область,Касимовский район,Ташенка,п,61608459156
145294,Рязанская область,Спасский район,Сушки,с,61646452101
145299,Рязанская область,Клепиковский район,Ухино,д,61610451186
145304,Рязанская область,Старожиловский район,Кипенский,п,61648440191
145355,Рязанская область,Сасовский район,Колдамышево,д,61642403121
145378,Рязанская область,Клепиковский район,Хараблино,д,61610418156
145400,Рязанская область,Ухоловский район,Красная Слобода,д,61650430141
145433,Рязанская область,Рязанский район,Варские,п,61634402101
145518,Рязанская область,Путятинский район,Романовы Дарки,с,61626424111
145687,Рязанская область,Рыбновский район,Комсомольский,п,61627476171
145698,Рязанская область,Скопинский район,Лесничество,п,61644412121
145702,Рязанская область,Клепиковский район,Давыдово,с,61610403126
145717,Рязанская область,Рыбновский район,Кузьминское,с,61627436101
145725,Рязанская область,Рязанский район,Сергеевка,д,61634433166
145742,Рязанская область,Милославский район,Растегаевка,с,61615422131
145817,Рязанская область,Кадомский район,Просяные Поляны,с,61606405116
145869,Рязанская область,Касимовский район,Сиданово,д,61608412161
146011,Рязанская область,Клепиковский район,Большое Дарьино,д,61610451106
146059,Рязанская область,Сасовский район,Горбуновка,д,61642464161
146166,Рязанская область,Кораблинский район,Харламовка,д,61612408141
146228,Рязанская область,Михайловский район,Напольные Выселки,д,61617418171
146282,Рязанская область,Михайловский район,Наталинка,д,61617470116
146290,Рязанская область,Михайловский район,Бояринцево,п/ст,61617491131
146292,Рязанская область,Клепиковский район,Аверькиево,д,61610415181
146479,Рязанская область,Клепиковский район,Уречное,д,61610448141
146542,Рязанская область,Старожиловский район,Городецкое,д,61648460116
146590,Рязанская область,Сасовский район,Пичкиряево,с,61642464141
146593,Рязанская область,Старожиловский район,Душкино,д,61648420136
146616,Рязанская область,Спасский район,Бельское,с,61646498121
146787,Рязанская область,Шацкий район,Криволуцкие Дворики,п,61656448116
146862,Рязанская область,Старожиловский район,Полубояриново,д,61648440151
146926,Рязанская область,Рыбновский район,Ходяйново,с,61627476111
146995,Рязанская область,Шацкий район,Садовый,п,61656448111
147025,Рязанская область,Клепиковский район,Васино,д,61610421171
147108,Рязанская область,Клепиковский район,Сергеевка,д,61610448211
147181,Рязанская область,Ряжский район,Кучуково,д,61630460116
147234,Рязанская область,Михайловский район,Павелково,д,61617412121
147279,Рязанская область,Путятинский район,Новка,д,61626403126
147311,Рязанская область,Скопинский район,Моховое,с,61644488131
147371,Рязанская область,Пронский район,Терновая Погореловка,д,61625455156
147480,Рязанская область,Сараевский район,Заречье,п,61640436111
147520,Рязанская область,Кораблинский район,Константиновка,д,61612456136
147586,Рязанская область,Милославский район,Мураевня,с,61615444126
147618,Рязанская область,Рыбновский район,Большое Жоково,с,61627476206
147654,Рязанская область,Спасский район,Торчино,с,61646498116
147671,Рязанская область,Сараевский район,Владимиро-Константиновка,д,61640403126
147687,Рязанская область,Сапожковский район,Марфинка,д,61637435116
147748,Рязанская область,Михайловский район,Аннино,с,61617467106
147857,Рязанская область,Спасский район,Шатилово,д,61646452156
147940,Рязанская область,Пителинский район,Чубаровский Ункор,д,61623425161
147953,Рязанская область,Клепиковский район,Часлово,д,61610448146
147958,Рязанская область,Рыбновский район,Верейкино,д,61627476136
148031,Рязанская область,Милославский район,Топилы,с,61615456121
148100,Рязанская область,Сасовский район,Трудолюбовка,д,61642463101
148105,Рязанская область,Старожиловский район,Шелковая,д,61648460131
148194,Рязанская область,Сараевский район,Суевка,д,61640451141
148266,Рязанская область,Спасский район,Городное,с,61646498141
148272,Рязанская область,Касимовский район,Волково,д,61608459116
148315,Рязанская область,Кадомский район,Чермные,с,61606420111
148414,Рязанская область,Касимовский район,Савино,д,61608439156
148443,Рязанская область,Скопинский район,Рождествено,с,61644488121
148502,Рязанская область,Клепиковский район,Белое,д,61610487226
148532,Рязанская область,Скопинский район,Рановка,д,61644496266
148591,Рязанская область,Кораблинский район,Новопоселенный Рог,д,61612448181
148626,Рязанская область,Шиловский район,Красногвардейский,п,61658448166
148654,Рязанская область,Сасовский район,Ключи,с,61642415116
148684,Рязанская область,Клепиковский район,Иванисово,д,61610475116
148727,Рязанская область,Сараевский район,Красный Озерок,п,61640430156
148755,Рязанская область,Сараевский район,Улейка,д,61640424166
148762,Рязанская область,Рязанский район,Лужки,д,61634433141
148792,Рязанская область,Касимовский район,Озерки,д,61608418111
148835,Рязанская область,Сараевский район,Бычки,с,61640415101
148888,Рязанская область,Кораблинский район,Ленинский,п,61612464131
148909,Рязанская область,Милославский район,Садовая,д,61615422186
148926,Рязанская область,Ряжский район,Василевка,с,61630415106
149007,Рязанская область,Михайловский район,Серебрянь,д,61617154106
149184,Рязанская область,Шиловский район,Красная Ольховка,п,61658481116
149210,Рязанская область,Сасовский район,Нижнее Мальцево,с,61642448101
149246,Рязанская область,Скопинский район,Ленинка,д,61644496251
149256,Рязанская область,Чучковский район,Никоново,д,61653405136
149261,Рязанская область,Кадомский район,Новое Высокое,д,61606420181
149266,Рязанская область,Михайловский район,Фирюлевка,с,61617467111
149326,Рязанская область,Сапожковский район,Мелекшино-Выселки,д,61637410151
149329,Рязанская область,Клепиковский район,Норино,д,61610448136
149351,Рязанская область,Касимовский район,Фроловское,д,61608453146
149365,Рязанская область,Сасовский район,Ернеево,с,61642403106
149385,Рязанская область,Клепиковский район,Петряево,д,61610487246
149389,Рязанская область,Милославский район,Ново-Александрово,с,61615456146
149393,Рязанская область,Александро-Невский район,Зимарово,с,61620410171
149436,Рязанская область,Сапожковский район,Парышка,с,61637410121
149569,Рязанская область,Сасовский район,Батьки,п,61642415101
149604,Рязанская область,Клепиковский район,Тетерино,д,61610415161
149619,Рязанская область,Клепиковский район,Шакино,д,61610415171
149624,Рязанская область,Клепиковский район,Рябикино,д,61610101131
149638,Рязанская область,Милославский район,Знаменка,с,61615412111
149676,Рязанская область,Касимовский район,Шемякино,д,61608462166
149803,Рязанская область,Шиловский район,Крыловка,д,61658403121
149826,Рязанская область,Ухоловский район,Поляковские Выселки,п,61650430116
149881,Рязанская область,Касимовский район,Морозово,д,61608453131
150036,Рязанская область,Захаровский район,Орешково,д,61604430126
150077,Рязанская область,Милославский район,Андреевка,п,61615456111
150083,Рязанская область,Сасовский район,Демушкино,с,61642466101
150130,Рязанская область,Сараевский район,Паники,с,61640469106
150180,Рязанская область,Шацкий район,Тархань,д,61656457111
150325,Рязанская область,Касимовский район,Нарышкино,д,61608456116
150337,Рязанская область,Касимовский район,Гусь-Железный,рп,61608154051
150491,Рязанская область,Старожиловский район,Ефремовские Хутора,д,61648440136
150526,Рязанская область,Ермишинский район,Елисеевский Поселок,д,61602440141
150533,Рязанская область,Милославский район,Арцыбашевской Шахты-3,п,61615422106
150552,Рязанская область,Касимовский район,Мимишкино,д,61608439146
150675,Рязанская область,Касимовский район,Забелино,д,61608465121
150710,Рязанская область,Касимовский район,Китово,с,61608433101
150739,Рязанская область,Касимовский район,Толстиково,с,61608462176
150757,Рязанская область,Спасский район,Кидусово,с,61646498131
150775,Рязанская область,Пителинский район,Танкачевский Ункор,д,61623425151
150834,Рязанская область,Кадомский район,Труфановы Поляны,д,61606405136
150880,Рязанская область,Александро-Невский район,Заборово,с,61620460116
150891,Рязанская область,Ряжский район,Колесницкий,п,61630405191
150939,Рязанская область,Ухоловский район,Кензино,с,61650151111
150969,Рязанская область,Сараевский район,Новое Поле,п,61640469121
150999,Рязанская область,Михайловский район,Маково,с,61617470106
151027,Рязанская область,Шацкий район,Малое Агишево,с,61656406111
151087,Рязанская область,Кадомский район,Октябрьское лесн-во,п,61606405171
151434,Рязанская область,Сасовский район,Новое,д,61642464176
151605,Рязанская область,Клепиковский район,Зубово,д,61610403246
151764,Рязанская область,Клепиковский район,Беляево,д,61610487266
151769,Рязанская область,Милославский район,Спасское,с,61615408111
151800,Рязанская область,Рязанский район,Красный Восход,д,61634402106
151898,Рязанская область,Ермишинский район,Байкур,п,61602435116
151911,Рязанская область,Путятинский район,Климовка,д,61626436111
151916,Рязанская область,Спасский район,Зыкеево,с,61646409121
152012,Рязанская область,Старожиловский район,Гулынки,с,61648425111
152108,Рязанская область,Рязанский район,Нашатыркино,д,61634498131
152117,Рязанская область,Пронский район,Воскресенка,с,61625405111
152126,Рязанская область,Захаровский район,Федоровское,с,61604412121
152153,Рязанская область,Шацкий район,Чечеры,п,61656427136
152159,Рязанская область,Чучковский район,Авангард,п,61653450151
152208,Рязанская область,Александро-Невский район,Спешнево,с,61620460106
152278,Рязанская область,Город Скопин,Красный Городок,п,61715000121
152349,Рязанская область,Старожиловский район,Кулиги,д,61648435121
152419,Рязанская область,Сараевский район,Нестеровка,д,61640412121
152446,Рязанская область,Клепиковский район,Иваново,д,61610487141
152555,Рязанская область,Рязанский район,Радюкино,д,61634433156
152569,Рязанская область,Клепиковский район,Васино,д,61610421171
152689,Рязанская область,Клепиковский район,Маньщино,д,61610415251
152694,Рязанская область,Рыбновский район,Требушки,д,61627476196
152813,Рязанская область,Михайловский район,Степановка,д,61617473186
152916,Рязанская область,Шацкий район,Просандеевка,д,61656406136
153013,Рязанская область,Старожиловский район,Игнатово,д,61648420146
153088,Рязанская область,Пронский район,Мичуровка,д,61625440131
153118,Рязанская область,Михайловский район,Красная Звезда,п,61617433116
153200,Рязанская область,Пронский район,Последовский Хутор,д,61625405156
153206,Рязанская область,Сараевский район,Курнаевка,п,61640454121
153242,Рязанская область,Скопинский район,Павелец,с,61644154051
153280,Рязанская область,Клепиковский район,Крутово,д,61610472171
153337,Рязанская область,Ермишинский район,Николаевка,д,61602430131
153384,Рязанская область,Сапожковский район,Учебного хозяйства СПТУ N 1,п,61637151106
153404,Рязанская область,Скопинский район,Суровцы,д,61644415181
153489,Рязанская область,Клепиковский район,Ушмор,д,61610487206
153566,Рязанская область,Милославский район,Чернава,с,61615472101
153664,Рязанская область,Рязанский район,Юрасово,д,61634412146
153668,Рязанская область,Путятинский район,Княгиня,д,61626432106
153695,Рязанская область,Сапожковский район,Шацкая,сл,61637151171
153706,Рязанская область,Старожиловский район,Лысцево,д,61648425136
153727,Рязанская область,Клепиковский район,Куршево,д,61610403251
153766,Рязанская область,Сасовский район,Лейный,п,61642466151
154050,Рязанская область,Милославский район,Михайловка,д,61615408136
154055,Рязанская область,Спасский район,Гулынки,д,61646461136
154066,Рязанская область,Рыбновский район,Козицино,д,61627408146
154133,Рязанская область,Касимовский район,Мальцево,д,61608462141
154172,Рязанская область,Александро-Невский район,Клейминовка,д,61620445131
154212,Рязанская область,Спасский район,Сельцо Гавриловское,п,61646485141
